w_content,w_semantic,w_sentiment,w_rating_quality,w_agreement,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10
0.05,0.1,0.15000000000000002,0.6000000000000001,0.1,0.3333333333333333,0.016445410240494725,0.38052523713309366,0.29583333333333334,0.028773067948159068,0.33897582019593586
0.05,0.1,0.1,0.5,0.25,0.3500000000000001,0.018601873079051933,0.3805682819212271,0.30416666666666664,0.029319192975941395,0.33891667531692216
0.2,0.1,0.05,0.55,0.1,0.35000000000000003,0.017432225842959476,0.35728451953811674,0.325,0.03211773033210716,0.3385597035982881
0.1,0.1,0.05,0.4,0.35000000000000003,0.325,0.017350538242354167,0.33406169232586874,0.32916666666666666,0.032456510127725956,0.3344037942716727
0.25,0.15000000000000002,0.05,0.5,0.05,0.35833333333333334,0.016655657325563525,0.3387495049468255,0.3416666666666666,0.03367344202793449,0.33431987838790594
0.1,0.05,0.1,0.5,0.25,0.3333333333333333,0.015229388993837469,0.3463431107915311,0.32083333333333336,0.03151251144526047,0.3337990873279586
0.35000000000000003,0.05,0.05,0.5,0.05,0.375,0.019337235474624823,0.35582014926582217,0.3333333333333333,0.03271266974493755,0.3327507092412592
0.25,0.05,0.05,0.55,0.1,0.3666666666666667,0.018128362731090045,0.35944442302865537,0.325,0.03112391657757906,0.3327253377244029
0.05,0.05,0.1,0.4,0.4,0.35000000000000003,0.017055540758574968,0.3744974052522289,0.3,0.02996427954825434,0.33085799834694657
0.15000000000000002,0.05,0.05,0.45,0.30000000000000004,0.375,0.019462848188853188,0.3703198301254358,0.31666666666666665,0.031225851174242866,0.3301362738014535
0.05,0.15000000000000002,0.05,0.4,0.35000000000000003,0.3333333333333333,0.017975455417934032,0.3513584700725148,0.31249999999999994,0.030428966553743293,0.32964537590893755
